,correct_sentence,wrong_sentence
371,나는 모두를 너희가 예쁘다고 느낀다.,나는모두를너희가예쁘다고느낀다.
372,순희가 곧 돌아갈 눈치다.,순희가곧돌아갈눈치다.
373,순희가 곧 돌아가겠다는 눈치다.,순희가곧돌아가겠다는눈치다.
374,그는 아내를 그림을 그린다.,그는아내를그림을그린다.
375,그는 아내를 좋은 그림을 그린다.,그는아내를좋은그림을그린다.
376,꽃들은 그가 화분에 심었다.,꽃들은그가화분에심었다.
377,꽃은들 그가 화분에 심었다.,꽃은들그가화분에심었다.
378,아무리 굽혀도 굽혀지지 않는다.,아무리굽혀도굽혀지지않는다.
379,아무리 굽혀 놓아도 굽혀지지 않는다.,아무리굽혀놓아도굽혀지지않는다.
380,내가 아버지가 잡은 고기를 먹었다.,내가아버지가잡은고기를먹었다.
381,내가 아버지는 잡은 고기를 먹었다.,내가아버지는잡은고기를먹었다.
382,여름에는 산으로 들로 바다로 가자.,여름에는산으로들로바다로가자.
383,여름에는 산에 들에 바다에 가자.,여름에는산에들에바다에가자.
384,연필이 나에게 잡혔다.,연필이나에게잡혔다.
385,연필이 나에 의해서 잡혔다.,연필이나에의해서잡혔다.
386,형은 동생을 실력자로 추천하였다.,형은동생을실력자로추천하였다.
387,그녀는 자신에 놀랐다.,그녀는자신에놀랐다.
388,그녀는 자신한테 놀랐다.,그녀는자신한테놀랐다.
389,"그 책은 내가 읽었는데, 잃어버렸다.","그책은내가읽었는데,잃어버렸다."
390,비가 그렇게 많이 오는데 그가 올 리가 있나.,비가그렇게많이오는데그가올리가있나.
391,비가 그렇게 많이 오는데 그가 올 리를 있나.,비가그렇게많이오는데그가올리를있나.
392,나는 그 여자를 좋아한다.,나는그여자를좋아한다.
393,영수가 밥을 먹고서 철수가 밥을 먹겠다.,영수가밥을먹고서철수가밥을먹겠다.
394,영수가 밥을 먹겠고 나서 철수가 밥을 먹겠다.,영수가밥을먹겠고나서철수가밥을먹겠다.
395,그는 열 시까지 일을 끝내겠다고 계획을 세웠다.,그는열시까지일을끝내겠다고계획을세웠다.
396,그는 열 시까지 일을 끝내겠다고 계획을 취소했다.,그는열시까지일을끝내겠다고계획을취소했다.
397,철수가 의자에 앉아서 신문을 읽는다.,철수가의자에앉아서신문을읽는다.
398,철수가 의자에 앉고 신문을 읽는다.,철수가의자에앉고신문을읽는다.
399,가지 말아라.,가지말아라.
400,가지 아니하여라.,가지아니하여라.
401,나만 안 가고 다른 사람은 갔다.,나만안가고다른사람은갔다.
402,물이 맑아지고 있다.,물이맑아지고있다.
403,물이 맑고 있다.,물이맑고있다.
404,철수는 상자를 마루에서 밀었다.,철수는상자를마루에서밀었다.
405,철수는 상자를 마루에 밀었다.,철수는상자를마루에밀었다.
406,연필을 깎다가 그만두었다.,연필을깎다가그만두었다.
407,연필을 깎아 놓다가 그만두었다.,연필을깎아놓다가그만두었다.
408,가슴이 철렁철렁한다.,가슴이철렁철렁한다.
409,가슴이 자꾸만 철렁한다.,가슴이자꾸만철렁한다.
410,아무리 빨리 걷는 사람일지라도 서울서 부산까지 하루 만에는 걸어 가지 못한다.,아무리빨리걷는사람일지라도서울서부산까지하루만에는걸어가지못한다.
411,아무리 빨리 걷는 사람이더라도 서울서 부산까지 하루 만에는 걸어 가지 못한다.,아무리빨리걷는사람이더라도서울서부산까지하루만에는걸어가지못한다.
412,질적인 문제를 고려할 수가 없다.,질적인문제를고려할수가없다.
413,내가 아버지가 아픕니다.,내가아버지가아픕니다.
414,내가 아버지가 내가 아픕니다.,내가아버지가내가아픕니다.
415,영수가 도서관에 가서 공부한다.,영수가도서관에가서공부한다.
416,영수가 도서관에 가고 공부한다.,영수가도서관에가고공부한다.
417,도둑이 칼을 들고 춤을 춘다.,도둑이칼을들고춤을춘다.
418,도둑이 칼을 들어서 춤을 춘다.,도둑이칼을들어서춤을춘다.
419,나는 그 술집에 자주 가게 되더라.,나는그술집에자주가게되더라.
420,나는 그 술집에 자주 가더라.,나는그술집에자주가더라.
421,그는 자신이 제일 먼저 가기 바랐다.,그는자신이제일먼저가기바랐다.
422,그는 자신이 제일 먼저 간다기 바랐다.,그는자신이제일먼저간다기바랐다.
423,당신들은 그 사람이 좋아들?,당신들은그사람이좋아들?
424,우리들은 그 사람이 좋아들.,우리들은그사람이좋아들.
425,철이가 미자와 결혼했다.,철이가미자와결혼했다.
426,철이가 미자에게 결혼했다.,철이가미자에게결혼했다.
427,우리 금붕어가 죽었어. 내가 죽였어.,우리금붕어가죽었어.내가죽였어.
428,우리 금붕어가 죽었더라. 내가 죽였어.,우리금붕어가죽었더라.내가죽였어.
429,철수의 눈에는 총기가 빛난다.,철수의눈에는총기가빛난다.
430,철수에게는 총기가 빛난다.,철수에게는총기가빛난다.
431,철수는 학교에 갔으리라.,철수는학교에갔으리라.
432,혼자서 아이들 네 명을 기르느라고 힘이 들어요.,혼자서아이들네명을기르느라고힘이들어요.
433,혼자서 아이들 네 명을 기르느라고 힘이 들지 않아요.,혼자서아이들네명을기르느라고힘이들지않아요.
434,비가 오지 않는지 모른다.,비가오지않는지모른다.
435,비가 왔지 않는지 모른다.,비가왔지않는지모른다.
436,차가 참 빠르게 달린다.,차가참빠르게달린다.
437,차가 참 달린다.,차가참달린다.
438,"이 집이 대단히 안 비싸고, 조금 비싸다.","이집이대단히안비싸고,조금비싸다."
439,"이 집이 대단히 안 비싸고, 대단히 싸다.","이집이대단히안비싸고,대단히싸다."
440,영자가 앉은 자리에 철수가 앉았다.,영자가앉은자리에철수가앉았다.
441,영자가 앉았는 자리에 철수가 앉았다.,영자가앉았는자리에철수가앉았다.
442,수일이 건강하여 지었다.,수일이건강하여지었다.
443,"지었다, 수일이 건강하여 ","지었다,수일이건강하여"
444,할아버지는 당신이 하시지 않으셨다고 말씀하셨어요.,할아버지는당신이하시지않으셨다고말씀하셨어요.
445,할아버지는 자기가 하시지 않으셨다고 말씀하셨어요.,할아버지는자기가하시지않으셨다고말씀하셨어요.
446,동생이 웃더라.,동생이웃더라.
447,동생이 웃는더라.,동생이웃는더라.
448,내가 집에 갈까 싶다.,내가집에갈까싶다.
449,그가 집에 갈까 싶다.,그가집에갈까싶다.
450,그는 자신이 제일 먼저 감이 기뻤다.,그는자신이제일먼저감이기뻤다.
451,그는 자신이 제일 먼저 간담이 기뻤다.,그는자신이제일먼저간담이기뻤다.
452,그가 집에 갔는가 보다.,그가집에갔는가보다.
453,내가 집에 갔는가 보다.,내가집에갔는가보다.
454,내가 읽었던 책이 없어졌다.,내가읽었던책이없어졌다.
455,내가 책을 읽었던 책이 없어졌다.,내가책을읽었던책이없어졌다.
456,그가 독약을 안 먹고 죽었다.,그가독약을안먹고죽었다.
457,그가 독약을 안 먹어 죽었다.,그가독약을안먹어죽었다.
458,순이가 손이 예쁘더라.,순이가손이예쁘더라.
459,순이가 손이 예쁘던다.,순이가손이예쁘던다.
460,내가 책을 읽더냐?,내가책을읽더냐?
461,네가 책을 읽더냐?,네가책을읽더냐?
462,신문은 장관이 부하를 때린 행동을 보도했다.,신문은장관이부하를때린행동을보도했다.
463,신문은 장관이 부하를 때린 행동을 주장했다.,신문은장관이부하를때린행동을주장했다.
464,영이는 학교에 다니기를 시작했다.,영이는학교에다니기를시작했다.
465,영이는 학교에 다님을 시작했다.,영이는학교에다님을시작했다.
466,학생이 학교에서 달린다.,학생이학교에서달린다.
467,학생이 학교 달린다.,학생이학교달린다.
468,친구가 나에게 술을 마시게 한다.,친구가나에게술을마시게한다.
469,친구가 나에게 술을 마시게 권유한다.,친구가나에게술을마시게권유한다.
470,현재 다섯 대 보유하고 있습니다.,현재다섯대보유하고있습니다.
471,현재 다섯 대 보유하는 중입니다.,현재다섯대보유하는중입니다.
472,할아버지께서 그 일에 빠져들으셨다.,할아버지께서그일에빠져들으셨다.
473,너처럼 나도 미혼이다.,너처럼나도미혼이다.
474,너만큼 나도 미혼이다.,너만큼나도미혼이다.
475,좀 있는 집이라고 너무 거들먹거린다.,좀있는집이라고너무거들먹거린다.
476,좀 있은 집이라고 너무 거들먹거린다.,좀있은집이라고너무거들먹거린다.
477,학교가 어저께는 쉬었다.,학교가어저께는쉬었다.
478,학교는 어저께가 쉬었다.,학교는어저께가쉬었다.
479,이것은 셋 중에서 매우 좋다.,이것은셋중에서매우좋다.
480,이것은 셋 중에서 썩 좋다.,이것은셋중에서썩좋다.
481,나는 밥을 먹고 싶더라.,나는밥을먹고싶더라.
482,그는 밥을 먹고 싶더라.,그는밥을먹고싶더라.
483,나는 모자를 빌렸다.,나는모자를빌렸다.
484,나는 모자를 꾸었다.,나는모자를꾸었다.
485,무척 다행히 태풍이 비켜 갔다.,무척다행히태풍이비켜갔다.
486,무척 태풍이 비켜 갔다.,무척태풍이비켜갔다.
487,배가 꽤 정박했다.,배가꽤정박했다.
488,정박한 배가 꽤이다.,정박한배가꽤이다.
489,어찌하고 있다고?,어찌하고있다고?
490,어떠하고 있다고?,어떠하고있다고?
491,웃음은 사람을 젊어지게 한다.,웃음은사람을젊어지게한다.
492,웃음은 사람을 젊게 한다.,웃음은사람을젊게한다.
493,바람이 불고 있다.,바람이불고있다.
494,바람이 부는 중이다.,바람이부는중이다.
495,내가 손이 크더라.,내가손이크더라.
496,날씨가 좋아야 여행가고 날씨가 좋지 않으면 여행은 못 간다.,날씨가좋아야여행가고날씨가좋지않으면여행은못간다.
497,날씨가 좋아야 여행가고 날씨가 좋지 않아야 여행은 못 간다.,날씨가좋아야여행가고날씨가좋지않아야여행은못간다.
498,그 사람은 모질지 못하다.,그사람은모질지못하다.
499,"젊은 친구야, 그런 염세적인 생각은 집어치게.","젊은친구야,그런염세적인생각은집어치게."
500,영수가 가지 않았는지 물어보라.,영수가가지않았는지물어보라.
501,영수가 갔지 않는지 물어보라.,영수가갔지않는지물어보라.
502,철수는 영희가 사랑한다는 소문이 퍼져 있다. 그러나 동수는 퍼져 있지 않다.,철수는영희가사랑한다는소문이퍼져있다.그러나동수는퍼져있지않다.
503,철수를 영희가 사랑한다는 소문이 퍼져 있다. 그러나 동수를 퍼져 있지 않다.,철수를영희가사랑한다는소문이퍼져있다.그러나동수를퍼져있지않다.
504,"오빤, 그럼 집에 안 갈 테예요?","오빤,그럼집에안갈테예요?"
505,"오빤, 그럼 집에 못 갈 테예요?","오빤,그럼집에못갈테예요?"
506,이곳은 군사 지역이라서 사진을 안 찍습니다.,이곳은군사지역이라서사진을안찍습니다.
507,나는 그 친구의 이야기를 듣느라니까 눈물이 났어요.,나는그친구의이야기를듣느라니까눈물이났어요.
508,나는 그 친구의 이야기를 듣느라니까 눈물이 나겠어요.,나는그친구의이야기를듣느라니까눈물이나겠어요.
509,철수가 학교에 가기를 당부한다.,철수가학교에가기를당부한다.
510,철수가 학교에 갔기를 당부한다.,철수가학교에갔기를당부한다.
511,반장은 김영숙이고 부반장은 박혜순이다.,반장은김영숙이고부반장은박혜순이다.
512,반장은 김 영숙이이고 부반장은 박 혜순이이다.,반장은김영숙이이고부반장은박혜순이이다.
513,열차가 꽤 지나다닌다.,열차가꽤지나다닌다.
514,열차가 꽤 많이 탈선했다.,열차가꽤많이탈선했다.
515,"그 집에 내가 먼저 갈테니, 넌 나중에 와.","그집에내가먼저갈테니,넌나중에와."
516,"그 집에 내가 먼저 올테니, 넌 나중에 와.","그집에내가먼저올테니,넌나중에와."
517,"물건이 나쁜데, 값은 비싸다.","물건이나쁜데,값은비싸다."
518,"물건이 좋은데, 값은 비싸다.","물건이좋은데,값은비싸다."
519,철수가 학교에 가기가 쉽다.,철수가학교에가기가쉽다.
