,correct_sentence,wrong_sentence
178,강재 POR의 POR 발행 절차에서 강재 POR 발행은 아래의 Flow Chart에 따른다.,강재POR의POR발행절차에서강재POR발행은아래의FlowChart에따른다.
179,강재 POR의 강재 BOM 수신 및 확정에서 설계원으로부터 전송된 강재BOM은 SAP 시스템 에서 수신 확정한다.,강재POR의강재BOM수신및확정에서설계원으로부터전송된강재BOM은SAP시스템에서수신확정한다.
180,SAP T-Code 는 ZPDB10,SAPT-Code는ZPDB10
181,※ 주의사항,※주의사항
182,"·공사기준 정보 준수 여부(H36, TMCP, 중국재)","·공사기준정보준수여부(H36,TMCP,중국재)"
183,"·강재 발주 기준 확인(자재규격, POR일정, PND","·강재발주기준확인(자재규격,POR일정,PND"
184,강재 POR의 잉여재 대체에서 수신 확정된 강재BOM은 대체 시스템을 이용하여 잉여재를 우선적으로 대체한다.,강재POR의잉여재대체에서수신확정된강재BOM은대체시스템을이용하여잉여재를우선적으로대체한다.
185,SAP T-Code 는 ZPDB14,SAPT-Code는ZPDB14
186,# 잉여재 대체 현황 조회 SAP T-Code 는 ZPDRB270,#잉여재대체현황조회SAPT-Code는ZPDRB270
187,※ 대체기준 및 주의사항,※대체기준및주의사항
188,"·수율 고려하여 대체(목표수 는 강판 90 %, 형강 100%)","·수율고려하여대체(목표수는강판90%,형강100%)"
189,·다른 선급항목 검색 포함하여 대체 ,·다른선급항목검색포함하여대체
190,·두께증가범위 고려하여 대체(0 ~ +2mm),·두께증가범위고려하여대체(0~+2mm)
191,·다른 재질 검색 포함,·다른재질검색포함
192,·장기 재고(입고 6개월 이상)는 수율 고려치 않고 소진 목적으로 한다.,·장기재고(입고6개월이상)는수율고려치않고소진목적으로한다.
193,강재 POR의 POR 등록/수정에서 POR을 수정 해야 될 경우 아래 SAP 시스템을 통하여 POR을 등록 수정한다.,강재POR의POR등록/수정에서POR을수정해야될경우아래SAP시스템을통하여POR을등록수정한다.
194,1)강종 별 SAP T-Code 구분,1)강종별SAPT-Code구분
195,1[강판재]강재 BOM 등록/수정 는 ZPDB24,1[강판재]강재BOM등록/수정는ZPDB24
196,2[형강재/강관재]강재 BOM 등록/수정 는 ZPDB91,2[형강재/강관재]강재BOM등록/수정는ZPDB91
197,※ 주의사항,※주의사항
198,·발주선별로 수정 불가능 할 경우 조달 구매담당자에게 발주선별 취소 요청,·발주선별로수정불가능할경우조달구매담당자에게발주선별취소요청
199,"·동일 계열, 사이즈 POR 시 바로 전 계열을 사용한다.","·동일계열,사이즈POR시바로전계열을사용한다."
200,2)POR 번호,2)POR번호
201,POR 번호는 아래 입력 체계를 따른다.,POR번호는아래입력체계를따른다.
202,POR 번호는 POR 확정 시 상기의 Numbering 체계에 따라 SAP 시스템에서 자동 부여된다.,POR번호는POR확정시상기의Numbering체계에따라SAP시스템에서자동부여된다.
203,강재 POR의 POR 확정에서 잉여재 대체 및 등록/수정 작업 완료 후 아래 SAP 시스템(강재 BOM 확정)을 통해 최종 POR 확정한다.,강재POR의POR확정에서잉여재대체및등록/수정작업완료후아래SAP시스템(강재BOM확정)을통해최종POR확정한다.
204,POR을 확정 하면 S/R(STEEL REGISTER)에 자재가 생성된다.,POR을확정하면S/R(STEELREGISTER)에자재가생성된다.
205,SAP T-Code 는 ZPDB28,SAPT-Code는ZPDB28
206,강재 POR의 POR 조회 및 결재에서 강재 구매요구서 Rev. 별로 출력하여 POR 발행 된 자재 내용 확인 후 최종 결재한다.,강재POR의POR조회및결재에서강재구매요구서Rev.별로출력하여POR발행된자재내용확인후최종결재한다.
207,SAP T-Code 는 ZPDRB750,SAPT-Code는ZPDRB750
208,강재 POR의 SAW PIPE POR 발행 업무 절차에서 1)SAW PIPE POR 발행 Flow Chart,강재POR의SAWPIPEPOR발행업무절차에서1)SAWPIPEPOR발행FlowChart
209,2) SAW PIPE 제작용 강판 POR 발행 및 PML 등록 방법,2)SAWPIPE제작용강판POR발행및PML등록방법
210,가)강관재 POR 발행 후 SAW PIPE 물량을 확인한다.,가)강관재POR발행후SAWPIPE물량을확인한다.
211,나)SAW PIPE 제작용 강판 생성은 [강판재]강재 BOM 등록/수정(T-Code 는 ZPDB24)에서 SAW PIPE용 강판재등록 아이콘을 클릭한다.,나)SAWPIPE제작용강판생성은[강판재]강재BOM등록/수정(T-Code는ZPDB24)에서SAWPIPE용강판재등록아이콘을클릭한다.
212,다)SAW PIPE 제작용 강판재 규격 산출 후 저장한다.,다)SAWPIPE제작용강판재규격산출후저장한다.
213,라)산출 저장 된 강재규격 확인 후 POR 발행한다.,라)산출저장된강재규격확인후POR발행한다.
214,마)SAW PIPE 제작용 강판 PML 등록은 강재 PML 관리(T-Code 는 ZPDB96)에서 등록한다.,마)SAWPIPE제작용강판PML등록은강재PML관리(T-Code는ZPDB96)에서등록한다.
215,3) SAW PIPE 제작용 강판 POR 발행 시 주의사항,3)SAWPIPE제작용강판POR발행시주의사항
216,·SAW PIPE 제작용 강판 PND 일자를 S/C-35일 기준으로 수동 변경한다.,·SAWPIPE제작용강판PND일자를S/C-35일기준으로수동변경한다.
217,·일정 변경 시 수기 PND는 시스템에 연동되지 못한다.(수동 PND 고정),·일정변경시수기PND는시스템에연동되지못한다.(수동PND고정)
218,·SAW PIPE 제작용 강판에 대해서 가공계열은 “C”로 생성된다.,·SAWPIPE제작용강판에대해서가공계열은“C”로생성된다.
219,·SAW PIPE 제작용 강판 PML 등록 시점은 S/C -60일에 등록한다.,·SAWPIPE제작용강판PML등록시점은S/C-60일에등록한다.
220,·자재번호 입력 시 SAW PIPE 연관 자재번호가 자동 입력 된다. ,·자재번호입력시SAWPIPE연관자재번호가자동입력된다.
221,·잉여재 대체 사용 시 연관 자재번호가 자동 입력 되지 않음으로 수기 입력 한다. ,·잉여재대체사용시연관자재번호가자동입력되지않음으로수기입력한다.
222,생산계획부에서는 PML 등록 정보를 확인하여 LIST 작성 후 제작 업체에 전달한다,생산계획부에서는PML등록정보를확인하여LIST작성후제작업체에전달한다
223,강재 특성의 선급 자재에서 선급 재질의 주요한 강재 특성은 다음과 같으며 상세한 내용은 선급 Rule을 참고한다.,강재특성의선급자재에서선급재질의주요한강재특성은다음과같으며상세한내용은선급Rule을참고한다.
224,강재 특성의 선급 자재에서,강재특성의선급자재에서
225,Grade 는 A 항복강도 는 235 이다. ,Grade는A항복강도는235이다.
226,Grade 는 A 인장강도 는 400 - 520 이다. ,Grade는A인장강도는400-520이다.
227,Grade 는 A 연신율 는 22 이다. ,Grade는A연신율는22이다.
228,Grade 는 A 충격온도 는 - 이다. ,Grade는A충격온도는-이다.
229,Grade 는 B 충격온도 는 0 이다. Grade 는 B 항복강도 는 235 이다. Grade 는 B 인장강도 는 400 - 520 이다. Grade 는 B 연신율 는 22 이다. ,Grade는B충격온도는0이다.Grade는B항복강도는235이다.Grade는B인장강도는400-520이다.Grade는B연신율는22이다.
230,Grade 는 D 충격온도 는 -20 이다. Grade 는 D 항복강도 는 235 이다. Grade 는 D 인장강도 는 400 - 520 이다. Grade 는 D 연신율 는 22 이다. ,Grade는D충격온도는-20이다.Grade는D항복강도는235이다.Grade는D인장강도는400-520이다.Grade는D연신율는22이다.
231,Grade 는 E 충격온도 는 -40 이다. Grade 는 E 항복강도 는 235 이다. Grade 는 E 인장강도 는 400 - 520 이다. Grade 는 E 연신율 는 22 이다.,Grade는E충격온도는-40이다.Grade는E항복강도는235이다.Grade는E인장강도는400-520이다.Grade는E연신율는22이다.
232,강재 특성의 선급 자재에서,강재특성의선급자재에서
233,Grade 는 AH32 항복강도 는 315 이다. ,Grade는AH32항복강도는315이다.
234,Grade 는 AH32 인장강도440이상570이하 이다. ,Grade는AH32인장강도440이상570이하이다.
235,Grade 는 AH32 연신율 는 22 이다. ,Grade는AH32연신율는22이다.
236,Grade 는 AH32 충격온도 는 0 이다. ,Grade는AH32충격온도는0이다.
237,Grade 는 DH32 충격온도 는 -20 이다. Grade 는 DH32 항복강도 는 315 이다. Grade 는 DH32 인장강도 는 440이상570이하 이다. Grade 는 DH32 연신율 는 22 이다. ,Grade는DH32충격온도는-20이다.Grade는DH32항복강도는315이다.Grade는DH32인장강도는440이상570이하이다.Grade는DH32연신율는22이다.
238,Grade 는 EH32 충격온도 는 -40 이다. Grade 는 EH32 항복강도 는 315 이다. Grade 는 EH32 인장강도 는 440이상570이하 이다. Grade 는 EH32 연신율 는 22 이다. ,Grade는EH32충격온도는-40이다.Grade는EH32항복강도는315이다.Grade는EH32인장강도는440이상570이하이다.Grade는EH32연신율는22이다.
239,Grade 는 FH32 충격온도 는 -60 이다. Grade 는 FH32 항복강도 는 315 이다. Grade 는 FH32 인장강도 는 440이상570이하 이다. Grade 는 FH32 연신율 는 22 이다. ,Grade는FH32충격온도는-60이다.Grade는FH32항복강도는315이다.Grade는FH32인장강도는440이상570이하이다.Grade는FH32연신율는22이다.
240,Grade 는 AH36 항복강도 는 355 이다. ,Grade는AH36항복강도는355이다.
241,Grade 는 AH36 인장강도490 이상620이하 이다. ,Grade는AH36인장강도490이상620이하이다.
242,Grade 는 AH36 연신율 는 21 이다. ,Grade는AH36연신율는21이다.
243,Grade 는 AH36 충격온도 는 0 이다. ,Grade는AH36충격온도는0이다.
244,Grade 는 DH36 충격온도 는 -20 이다. Grade 는 DH36 항복강도 는 355 이다. Grade 는 DH36 인장강도 는 490 이상620이하 이다. Grade 는 DH36 연신율 는 21 이다. ,Grade는DH36충격온도는-20이다.Grade는DH36항복강도는355이다.Grade는DH36인장강도는490이상620이하이다.Grade는DH36연신율는21이다.
245,Grade 는 EH36 충격온도 는 -40 이다. Grade 는 EH36 항복강도 는 355 이다. Grade 는 EH36 인장강도 는 490 이상620이하 이다. Grade 는 EH36 연신율 는 21 이다. ,Grade는EH36충격온도는-40이다.Grade는EH36항복강도는355이다.Grade는EH36인장강도는490이상620이하이다.Grade는EH36연신율는21이다.
246,Grade 는 FH36 충격온도 는 -60 이다. Grade 는 FH36 항복강도 는 355 이다. Grade 는 FH36 인장강도 는 490 이상620이하 이다. Grade 는 FH36 연신율 는 21 이다. ,Grade는FH36충격온도는-60이다.Grade는FH36항복강도는355이다.Grade는FH36인장강도는490이상620이하이다.Grade는FH36연신율는21이다.
247,Grade 는 AH40 항복강도 는 390 이다. ,Grade는AH40항복강도는390이다.
248,Grade 는 AH40 인장강도510이상650이하 이다. ,Grade는AH40인장강도510이상650이하이다.
249,Grade 는 AH40 연신율 는 20 이다. ,Grade는AH40연신율는20이다.
250,Grade 는 AH40 충격온도 는 0 이다. ,Grade는AH40충격온도는0이다.
251,Grade 는 DH40 충격온도 는 -20 이다. Grade 는 DH40 항복강도 는 390 이다. Grade 는 DH40 인장강도 는 510이상650이하 이다. Grade 는 DH40 연신율 는 20 이다. ,Grade는DH40충격온도는-20이다.Grade는DH40항복강도는390이다.Grade는DH40인장강도는510이상650이하이다.Grade는DH40연신율는20이다.
252,Grade 는 EH40 충격온도 는 -40 이다. Grade 는 EH40 항복강도 는 390 이다. Grade 는 EH40 인장강도 는 510이상650이하 이다. Grade 는 EH40 연신율 는 20 이다. ,Grade는EH40충격온도는-40이다.Grade는EH40항복강도는390이다.Grade는EH40인장강도는510이상650이하이다.Grade는EH40연신율는20이다.
253,Grade 는 FH40 충격온도 는 -60 이다. Grade 는 FH40 항복강도 는 390 이다. Grade 는 FH40 인장강도 는 510이상650이하 이다. Grade 는 FH40 연신율 는 20 이다. ,Grade는FH40충격온도는-60이다.Grade는FH40항복강도는390이다.Grade는FH40인장강도는510이상650이하이다.Grade는FH40연신율는20이다.
254,강재 특성의 선급 자재에서,강재특성의선급자재에서
255,Grade 는 AH47 항복강도 는 460 이다. ,Grade는AH47항복강도는460이다.
256,Grade 는 AH47 인장강도570이상720이하 이다. ,Grade는AH47인장강도570이상720이하이다.
257,Grade 는 AH47 연신율 는 17 이다. ,Grade는AH47연신율는17이다.
258,Grade 는 AH47 충격온도 는 0 이다. ,Grade는AH47충격온도는0이다.
259,Grade 는 DH47 충격온도 는 -20 이다. Grade 는 DH47 항복강도 는 460 이다. Grade 는 DH47 인장강도 는 570이상720이하 이다. Grade 는 DH47 연신율 는 17 이다. ,Grade는DH47충격온도는-20이다.Grade는DH47항복강도는460이다.Grade는DH47인장강도는570이상720이하이다.Grade는DH47연신율는17이다.
260,Grade 는 EH47 충격온도 는 -40 이다. Grade 는 EH47 항복강도 는 460 이다. Grade 는 EH47 인장강도 는 570이상720이하 이다. Grade 는 EH47 연신율 는 17 이다. ,Grade는EH47충격온도는-40이다.Grade는EH47항복강도는460이다.Grade는EH47인장강도는570이상720이하이다.Grade는EH47연신율는17이다.
